Gene	Tissue	Group
ENSCAFG00000048858	All	Not-Expressed
ENSCAFG00000048859	All	Not-Expressed
ENSCAFG00000048860	All	Not-Expressed
ENSCAFG00000048861	All	Not-Expressed
ENSCAFG00000048862	All	Not-Expressed
ENSCAFG00000048863	All	Not-Expressed
ENSCAFG00000048865	All	Not-Expressed
ENSCAFG00000048866	All	Not-Expressed
ENSCAFG00000048867	All	Not-Expressed
ENSCAFG00000048868	All	Not-Expressed
ENSCAFG00000048869	All	Not-Expressed
ENSCAFG00000048870	All	Not-Expressed
ENSCAFG00000048871	All	Not-Expressed
ENSCAFG00000048873	All	Not-Expressed
ENSCAFG00000048874	All	Not-Expressed
ENSCAFG00000048875	All	Not-Expressed
ENSCAFG00000048876	All	Not-Expressed
ENSCAFG00000048880	All	Not-Expressed
ENSCAFG00000048881	All	Not-Expressed
ENSCAFG00000048882	All	Not-Expressed
ENSCAFG00000048883	All	Not-Expressed
ENSCAFG00000048884	All	Not-Expressed
ENSCAFG00000048885	All	Not-Expressed
ENSCAFG00000048888	All	Not-Expressed
ENSCAFG00000048889	All	Not-Expressed
ENSCAFG00000048890	All	Not-Expressed
ENSCAFG00000048891	All	Not-Expressed
ENSCAFG00000048892	All	Not-Expressed
ENSCAFG00000048893	All	Not-Expressed
ENSCAFG00000048894	All	Not-Expressed
ENSCAFG00000048896	All	Not-Expressed
ENSCAFG00000048897	All	Not-Expressed
ENSCAFG00000048898	All	Not-Expressed
ENSCAFG00000048899	All	Not-Expressed
ENSCAFG00000048900	All	Not-Expressed
ENSCAFG00000048901	All	Not-Expressed
ENSCAFG00000048902	All	Not-Expressed
ENSCAFG00000048903	All	Not-Expressed
ENSCAFG00000048904	All	Not-Expressed
ENSCAFG00000048905	All	Not-Expressed
ENSCAFG00000048906	All	Not-Expressed
ENSCAFG00000048908	All	Not-Expressed
ENSCAFG00000048909	All	Not-Expressed
ENSCAFG00000048910	All	Not-Expressed
ENSCAFG00000048911	All	Not-Expressed
ENSCAFG00000048912	All	Not-Expressed
ENSCAFG00000048913	All	Not-Expressed
ENSCAFG00000048914	All	Not-Expressed
ENSCAFG00000048915	All	Not-Expressed
ENSCAFG00000048916	All	Not-Expressed
ENSCAFG00000048917	All	Not-Expressed
ENSCAFG00000048918	All	Not-Expressed
ENSCAFG00000048919	All	Not-Expressed
ENSCAFG00000048920	All	Not-Expressed
ENSCAFG00000048921	All	Not-Expressed
ENSCAFG00000048922	All	Not-Expressed
ENSCAFG00000048923	All	Not-Expressed
ENSCAFG00000048924	All	Not-Expressed
ENSCAFG00000048925	All	Not-Expressed
ENSCAFG00000048926	All	Not-Expressed
ENSCAFG00000048927	All	Not-Expressed
ENSCAFG00000048928	All	Not-Expressed
ENSCAFG00000048929	All	Not-Expressed
ENSCAFG00000048930	All	Not-Expressed
ENSCAFG00000048933	All	Not-Expressed
ENSCAFG00000048934	All	Not-Expressed
ENSCAFG00000048935	All	Not-Expressed
ENSCAFG00000048936	All	Not-Expressed
ENSCAFG00000048937	All	Not-Expressed
ENSCAFG00000048938	All	Not-Expressed
ENSCAFG00000048941	All	Not-Expressed
ENSCAFG00000048942	All	Not-Expressed
ENSCAFG00000048943	All	Not-Expressed
ENSCAFG00000048944	All	Not-Expressed
ENSCAFG00000048945	All	Not-Expressed
ENSCAFG00000048947	All	Not-Expressed
ENSCAFG00000048948	All	Not-Expressed
ENSCAFG00000048949	All	Not-Expressed
ENSCAFG00000048950	All	Not-Expressed
ENSCAFG00000048951	All	Not-Expressed
ENSCAFG00000048952	All	Not-Expressed
ENSCAFG00000048954	All	Not-Expressed
ENSCAFG00000048956	All	Not-Expressed
ENSCAFG00000048957	All	Not-Expressed
ENSCAFG00000048958	All	Not-Expressed
ENSCAFG00000048959	All	Not-Expressed
ENSCAFG00000048960	All	Not-Expressed
ENSCAFG00000048961	All	Not-Expressed
ENSCAFG00000048962	All	Not-Expressed
ENSCAFG00000048963	All	Not-Expressed
ENSCAFG00000048964	All	Not-Expressed
ENSCAFG00000048965	All	Not-Expressed
ENSCAFG00000048966	All	Not-Expressed
ENSCAFG00000048967	All	Not-Expressed
ENSCAFG00000048968	All	Not-Expressed
ENSCAFG00000048969	All	Not-Expressed
ENSCAFG00000048971	All	Not-Expressed
ENSCAFG00000048972	All	Not-Expressed
ENSCAFG00000048973	All	Not-Expressed
ENSCAFG00000048974	All	Not-Expressed
ENSCAFG00000048976	All	Not-Expressed
ENSCAFG00000048977	All	Not-Expressed
ENSCAFG00000048978	All	Not-Expressed
ENSCAFG00000048979	All	Not-Expressed
ENSCAFG00000048980	All	Not-Expressed
ENSCAFG00000048981	All	Not-Expressed
ENSCAFG00000048982	All	Not-Expressed
ENSCAFG00000048983	All	Not-Expressed
ENSCAFG00000048984	All	Not-Expressed
ENSCAFG00000048985	All	Not-Expressed
ENSCAFG00000048986	All	Not-Expressed
ENSCAFG00000048987	All	Not-Expressed
ENSCAFG00000048988	All	Not-Expressed
ENSCAFG00000048989	All	Not-Expressed
ENSCAFG00000048990	All	Not-Expressed
ENSCAFG00000048992	All	Not-Expressed
ENSCAFG00000048993	All	Not-Expressed
ENSCAFG00000048994	All	Not-Expressed
ENSCAFG00000048995	All	Not-Expressed
ENSCAFG00000048996	All	Not-Expressed
ENSCAFG00000048997	All	Not-Expressed
ENSCAFG00000048999	All	Not-Expressed
ENSCAFG00000049000	All	Not-Expressed
ENSCAFG00000049001	All	Not-Expressed
ENSCAFG00000049004	All	Not-Expressed
ENSCAFG00000049005	All	Not-Expressed
ENSCAFG00000049006	All	Not-Expressed
ENSCAFG00000049007	All	Not-Expressed
ENSCAFG00000049008	All	Not-Expressed
ENSCAFG00000049009	All	Not-Expressed
ENSCAFG00000049011	All	Not-Expressed
ENSCAFG00000049012	All	Not-Expressed
ENSCAFG00000049013	All	Not-Expressed
ENSCAFG00000049014	All	Not-Expressed
ENSCAFG00000049015	All	Not-Expressed
ENSCAFG00000049016	All	Not-Expressed
ENSCAFG00000049017	All	Not-Expressed
ENSCAFG00000049018	All	Not-Expressed
ENSCAFG00000049019	All	Not-Expressed
ENSCAFG00000049020	All	Not-Expressed
ENSCAFG00000049021	All	Not-Expressed
ENSCAFG00000049022	All	Not-Expressed
ENSCAFG00000049024	All	Not-Expressed
ENSCAFG00000049026	All	Not-Expressed
ENSCAFG00000049027	All	Not-Expressed
ENSCAFG00000049028	All	Not-Expressed
ENSCAFG00000049030	All	Not-Expressed
ENSCAFG00000049031	All	Not-Expressed
ENSCAFG00000049033	All	Not-Expressed
ENSCAFG00000049034	All	Not-Expressed
ENSCAFG00000049035	All	Not-Expressed
ENSCAFG00000049036	All	Not-Expressed
ENSCAFG00000049037	All	Not-Expressed
ENSCAFG00000049038	All	Not-Expressed
ENSCAFG00000049039	All	Not-Expressed
ENSCAFG00000049040	All	Not-Expressed
ENSCAFG00000049041	All	Not-Expressed
ENSCAFG00000049042	All	Not-Expressed
ENSCAFG00000049044	All	Not-Expressed
ENSCAFG00000049046	All	Not-Expressed
ENSCAFG00000049047	All	Not-Expressed
ENSCAFG00000049048	All	Not-Expressed
ENSCAFG00000049049	All	Not-Expressed
ENSCAFG00000049050	All	Not-Expressed
ENSCAFG00000049051	All	Not-Expressed
ENSCAFG00000049052	All	Not-Expressed
ENSCAFG00000049053	All	Not-Expressed
ENSCAFG00000049057	All	Not-Expressed
ENSCAFG00000049058	All	Not-Expressed
ENSCAFG00000049059	All	Not-Expressed
ENSCAFG00000049060	All	Not-Expressed
ENSCAFG00000049061	All	Not-Expressed
ENSCAFG00000049062	All	Not-Expressed
ENSCAFG00000049063	All	Not-Expressed
ENSCAFG00000049064	All	Not-Expressed
ENSCAFG00000049065	All	Not-Expressed
ENSCAFG00000049066	All	Not-Expressed
ENSCAFG00000049067	All	Not-Expressed
ENSCAFG00000049068	All	Not-Expressed
ENSCAFG00000049069	All	Not-Expressed
ENSCAFG00000049070	All	Not-Expressed
ENSCAFG00000049071	All	Not-Expressed
ENSCAFG00000049072	All	Not-Expressed
ENSCAFG00000049073	All	Not-Expressed
ENSCAFG00000049074	All	Not-Expressed
ENSCAFG00000049075	All	Not-Expressed
ENSCAFG00000049077	All	Not-Expressed
ENSCAFG00000049078	All	Not-Expressed
ENSCAFG00000049079	All	Not-Expressed
ENSCAFG00000049080	All	Not-Expressed
ENSCAFG00000049081	All	Not-Expressed
ENSCAFG00000049083	All	Not-Expressed
ENSCAFG00000049084	All	Not-Expressed
ENSCAFG00000049085	All	Not-Expressed
ENSCAFG00000049087	All	Not-Expressed
ENSCAFG00000049088	All	Not-Expressed
ENSCAFG00000049089	All	Not-Expressed
ENSCAFG00000049090	All	Not-Expressed
ENSCAFG00000049091	All	Not-Expressed
ENSCAFG00000049092	All	Not-Expressed
ENSCAFG00000049093	All	Not-Expressed
ENSCAFG00000049094	All	Not-Expressed
ENSCAFG00000049095	All	Not-Expressed
ENSCAFG00000049096	All	Not-Expressed
ENSCAFG00000049098	All	Not-Expressed
ENSCAFG00000049099	All	Not-Expressed
ENSCAFG00000049100	All	Not-Expressed
ENSCAFG00000049101	All	Not-Expressed
ENSCAFG00000049103	All	Not-Expressed
ENSCAFG00000049104	All	Not-Expressed
ENSCAFG00000049105	All	Not-Expressed
ENSCAFG00000049107	All	Not-Expressed
ENSCAFG00000049109	All	Not-Expressed
ENSCAFG00000049110	All	Not-Expressed
ENSCAFG00000049111	All	Not-Expressed
ENSCAFG00000049112	All	Not-Expressed
ENSCAFG00000049114	All	Not-Expressed
ENSCAFG00000049115	All	Not-Expressed
ENSCAFG00000049116	All	Not-Expressed
ENSCAFG00000049117	All	Not-Expressed
ENSCAFG00000049118	All	Not-Expressed
ENSCAFG00000049119	All	Not-Expressed
ENSCAFG00000049120	All	Not-Expressed
ENSCAFG00000049122	All	Not-Expressed
ENSCAFG00000049123	All	Not-Expressed
ENSCAFG00000049124	All	Not-Expressed
ENSCAFG00000049125	All	Not-Expressed
ENSCAFG00000049126	All	Not-Expressed
ENSCAFG00000049127	All	Not-Expressed
ENSCAFG00000049128	All	Not-Expressed
ENSCAFG00000049129	All	Not-Expressed
ENSCAFG00000049130	All	Not-Expressed
ENSCAFG00000049131	All	Not-Expressed
ENSCAFG00000049132	All	Not-Expressed
ENSCAFG00000049133	All	Not-Expressed
ENSCAFG00000049135	All	Not-Expressed
ENSCAFG00000049136	All	Not-Expressed
ENSCAFG00000049137	All	Not-Expressed
ENSCAFG00000049139	All	Not-Expressed
ENSCAFG00000049140	All	Not-Expressed
ENSCAFG00000049141	All	Not-Expressed
ENSCAFG00000049142	All	Not-Expressed
ENSCAFG00000049143	All	Not-Expressed
ENSCAFG00000049144	All	Not-Expressed
ENSCAFG00000049145	All	Not-Expressed
ENSCAFG00000049146	All	Not-Expressed
ENSCAFG00000049147	All	Not-Expressed
ENSCAFG00000049148	All	Not-Expressed
ENSCAFG00000049149	All	Not-Expressed
ENSCAFG00000049150	All	Not-Expressed
ENSCAFG00000049151	All	Not-Expressed
ENSCAFG00000049152	All	Not-Expressed
ENSCAFG00000049153	All	Not-Expressed
ENSCAFG00000049154	All	Not-Expressed
ENSCAFG00000049155	All	Not-Expressed
ENSCAFG00000049157	All	Not-Expressed
ENSCAFG00000049159	All	Not-Expressed
ENSCAFG00000049160	All	Not-Expressed
ENSCAFG00000049161	All	Not-Expressed
ENSCAFG00000049162	All	Not-Expressed
ENSCAFG00000049163	All	Not-Expressed
ENSCAFG00000049165	All	Not-Expressed
ENSCAFG00000049166	All	Not-Expressed
ENSCAFG00000049167	All	Not-Expressed
ENSCAFG00000049168	All	Not-Expressed
ENSCAFG00000049169	All	Not-Expressed
ENSCAFG00000049171	All	Not-Expressed
ENSCAFG00000049172	All	Not-Expressed
ENSCAFG00000049173	All	Not-Expressed
ENSCAFG00000049174	All	Not-Expressed
ENSCAFG00000049175	All	Not-Expressed
ENSCAFG00000049176	All	Not-Expressed
ENSCAFG00000049177	All	Not-Expressed
ENSCAFG00000049178	All	Not-Expressed
ENSCAFG00000049179	All	Not-Expressed
ENSCAFG00000049180	All	Not-Expressed
ENSCAFG00000049183	All	Not-Expressed
ENSCAFG00000049185	All	Not-Expressed
ENSCAFG00000049187	All	Not-Expressed
ENSCAFG00000049188	All	Not-Expressed
ENSCAFG00000049189	All	Not-Expressed
ENSCAFG00000049190	All	Not-Expressed
ENSCAFG00000049191	All	Not-Expressed
ENSCAFG00000049192	All	Not-Expressed
ENSCAFG00000049193	All	Not-Expressed
ENSCAFG00000049194	All	Not-Expressed
ENSCAFG00000049195	All	Not-Expressed
ENSCAFG00000049196	All	Not-Expressed
ENSCAFG00000049197	All	Not-Expressed
ENSCAFG00000049198	All	Not-Expressed
ENSCAFG00000049199	All	Not-Expressed
ENSCAFG00000049200	All	Not-Expressed
ENSCAFG00000049201	All	Not-Expressed
ENSCAFG00000049202	All	Not-Expressed
ENSCAFG00000049203	All	Not-Expressed
ENSCAFG00000049204	All	Not-Expressed
ENSCAFG00000049205	All	Not-Expressed
ENSCAFG00000049206	All	Not-Expressed
ENSCAFG00000049207	All	Not-Expressed
ENSCAFG00000049208	All	Not-Expressed
ENSCAFG00000049209	All	Not-Expressed
ENSCAFG00000049210	All	Not-Expressed
ENSCAFG00000049211	All	Not-Expressed
ENSCAFG00000049212	All	Not-Expressed
ENSCAFG00000049213	All	Not-Expressed
ENSCAFG00000049214	All	Not-Expressed
ENSCAFG00000049215	All	Not-Expressed
ENSCAFG00000049216	All	Not-Expressed
ENSCAFG00000049217	All	Not-Expressed
ENSCAFG00000049218	All	Not-Expressed
ENSCAFG00000049220	All	Not-Expressed
ENSCAFG00000049221	All	Not-Expressed
ENSCAFG00000049222	All	Not-Expressed
ENSCAFG00000049223	All	Not-Expressed
ENSCAFG00000049224	All	Not-Expressed
ENSCAFG00000049225	All	Not-Expressed
ENSCAFG00000049226	All	Not-Expressed
ENSCAFG00000049227	All	Not-Expressed
ENSCAFG00000049228	All	Not-Expressed
ENSCAFG00000049229	All	Not-Expressed
ENSCAFG00000049230	All	Not-Expressed
ENSCAFG00000049232	All	Not-Expressed
ENSCAFG00000049233	All	Not-Expressed
ENSCAFG00000049234	All	Not-Expressed
ENSCAFG00000049235	All	Not-Expressed
ENSCAFG00000049236	All	Not-Expressed
ENSCAFG00000049237	All	Not-Expressed
ENSCAFG00000049238	All	Not-Expressed
ENSCAFG00000049239	All	Not-Expressed
ENSCAFG00000049240	All	Not-Expressed
ENSCAFG00000049241	All	Not-Expressed
ENSCAFG00000049242	All	Not-Expressed
ENSCAFG00000049243	All	Not-Expressed
ENSCAFG00000049245	All	Not-Expressed
ENSCAFG00000049246	All	Not-Expressed
ENSCAFG00000049247	All	Not-Expressed
ENSCAFG00000049248	All	Not-Expressed
ENSCAFG00000049249	All	Not-Expressed
ENSCAFG00000049250	All	Not-Expressed
ENSCAFG00000049252	All	Not-Expressed
ENSCAFG00000049253	All	Not-Expressed
ENSCAFG00000049254	All	Not-Expressed
ENSCAFG00000049255	All	Not-Expressed
ENSCAFG00000049256	All	Not-Expressed
ENSCAFG00000049257	All	Not-Expressed
ENSCAFG00000049259	All	Not-Expressed
ENSCAFG00000049260	All	Not-Expressed
ENSCAFG00000049261	All	Not-Expressed
ENSCAFG00000049262	All	Not-Expressed
ENSCAFG00000049263	All	Not-Expressed
ENSCAFG00000049264	All	Not-Expressed
ENSCAFG00000049265	All	Not-Expressed
ENSCAFG00000049266	All	Not-Expressed
ENSCAFG00000049267	All	Not-Expressed
ENSCAFG00000049268	All	Not-Expressed
ENSCAFG00000049269	All	Not-Expressed
ENSCAFG00000049270	All	Not-Expressed
ENSCAFG00000049271	All	Not-Expressed
ENSCAFG00000049274	All	Not-Expressed
ENSCAFG00000049275	All	Not-Expressed
ENSCAFG00000049276	All	Not-Expressed
ENSCAFG00000049278	All	Not-Expressed
ENSCAFG00000049279	All	Not-Expressed
ENSCAFG00000049280	All	Not-Expressed
ENSCAFG00000049283	All	Not-Expressed
ENSCAFG00000049284	All	Not-Expressed
ENSCAFG00000049285	All	Not-Expressed
ENSCAFG00000049286	All	Not-Expressed
ENSCAFG00000049287	All	Not-Expressed
ENSCAFG00000049288	All	Not-Expressed
ENSCAFG00000049289	All	Not-Expressed
ENSCAFG00000049290	All	Not-Expressed
ENSCAFG00000049292	All	Not-Expressed
ENSCAFG00000049295	All	Not-Expressed
ENSCAFG00000049296	All	Not-Expressed
ENSCAFG00000049297	All	Not-Expressed
ENSCAFG00000049298	All	Not-Expressed
ENSCAFG00000049299	All	Not-Expressed
ENSCAFG00000049300	All	Not-Expressed
ENSCAFG00000049301	All	Not-Expressed
ENSCAFG00000049302	All	Not-Expressed
ENSCAFG00000049303	All	Not-Expressed
ENSCAFG00000049304	All	Not-Expressed
ENSCAFG00000049305	All	Not-Expressed
ENSCAFG00000049306	All	Not-Expressed
ENSCAFG00000049309	All	Not-Expressed
ENSCAFG00000049310	All	Not-Expressed
ENSCAFG00000049311	All	Not-Expressed
ENSCAFG00000049312	All	Not-Expressed
ENSCAFG00000049313	All	Not-Expressed
ENSCAFG00000049315	All	Not-Expressed
ENSCAFG00000049316	All	Not-Expressed
ENSCAFG00000049317	All	Not-Expressed
ENSCAFG00000049318	All	Not-Expressed
ENSCAFG00000049319	All	Not-Expressed
ENSCAFG00000049320	All	Not-Expressed
ENSCAFG00000049324	All	Not-Expressed
ENSCAFG00000049325	All	Not-Expressed
ENSCAFG00000049326	All	Not-Expressed
ENSCAFG00000049327	All	Not-Expressed
ENSCAFG00000049328	All	Not-Expressed
ENSCAFG00000049330	All	Not-Expressed
ENSCAFG00000049331	All	Not-Expressed
ENSCAFG00000049332	All	Not-Expressed
ENSCAFG00000049333	All	Not-Expressed
ENSCAFG00000049334	All	Not-Expressed
ENSCAFG00000049335	All	Not-Expressed
ENSCAFG00000049336	All	Not-Expressed
ENSCAFG00000049338	All	Not-Expressed
ENSCAFG00000049339	All	Not-Expressed
ENSCAFG00000049340	All	Not-Expressed
ENSCAFG00000049341	All	Not-Expressed
ENSCAFG00000049344	All	Not-Expressed
ENSCAFG00000049345	All	Not-Expressed
ENSCAFG00000049347	All	Not-Expressed
ENSCAFG00000049348	All	Not-Expressed
ENSCAFG00000049349	All	Not-Expressed
ENSCAFG00000049350	All	Not-Expressed
ENSCAFG00000049351	All	Not-Expressed
ENSCAFG00000049352	All	Not-Expressed
ENSCAFG00000049353	All	Not-Expressed
ENSCAFG00000049354	All	Not-Expressed
ENSCAFG00000049355	All	Not-Expressed
ENSCAFG00000049356	All	Not-Expressed
ENSCAFG00000049357	All	Not-Expressed
ENSCAFG00000049358	All	Not-Expressed
ENSCAFG00000049359	All	Not-Expressed
ENSCAFG00000049360	All	Not-Expressed
ENSCAFG00000049361	All	Not-Expressed
ENSCAFG00000049362	All	Not-Expressed
ENSCAFG00000049363	All	Not-Expressed
ENSCAFG00000049364	All	Not-Expressed
ENSCAFG00000049365	All	Not-Expressed
ENSCAFG00000049366	All	Not-Expressed
ENSCAFG00000049367	All	Not-Expressed
ENSCAFG00000049368	All	Not-Expressed
ENSCAFG00000049370	All	Not-Expressed
ENSCAFG00000049371	All	Not-Expressed
ENSCAFG00000049372	All	Not-Expressed
ENSCAFG00000049373	All	Not-Expressed
ENSCAFG00000049375	All	Not-Expressed
ENSCAFG00000049376	All	Not-Expressed
ENSCAFG00000049377	All	Not-Expressed
ENSCAFG00000049378	All	Not-Expressed
ENSCAFG00000049379	All	Not-Expressed
ENSCAFG00000049380	All	Not-Expressed
ENSCAFG00000049381	All	Not-Expressed
ENSCAFG00000049382	All	Not-Expressed
ENSCAFG00000049383	All	Not-Expressed
ENSCAFG00000049384	All	Not-Expressed
ENSCAFG00000049385	All	Not-Expressed
ENSCAFG00000049386	All	Not-Expressed
ENSCAFG00000049387	All	Not-Expressed
ENSCAFG00000049388	All	Not-Expressed
ENSCAFG00000049389	All	Not-Expressed
ENSCAFG00000049390	All	Not-Expressed
ENSCAFG00000049392	All	Not-Expressed
ENSCAFG00000049393	All	Not-Expressed
ENSCAFG00000049394	All	Not-Expressed
ENSCAFG00000049395	All	Not-Expressed
ENSCAFG00000049396	All	Not-Expressed
ENSCAFG00000049397	All	Not-Expressed
ENSCAFG00000049398	All	Not-Expressed
ENSCAFG00000049399	All	Not-Expressed
ENSCAFG00000049400	All	Not-Expressed
ENSCAFG00000049401	All	Not-Expressed
ENSCAFG00000049402	All	Not-Expressed
ENSCAFG00000049403	All	Not-Expressed
ENSCAFG00000049405	All	Not-Expressed
ENSCAFG00000049406	All	Not-Expressed
ENSCAFG00000049407	All	Not-Expressed
ENSCAFG00000049408	All	Not-Expressed
ENSCAFG00000049409	All	Not-Expressed
ENSCAFG00000049410	All	Not-Expressed
ENSCAFG00000049411	All	Not-Expressed
ENSCAFG00000049412	All	Not-Expressed
ENSCAFG00000049413	All	Not-Expressed
ENSCAFG00000049414	All	Not-Expressed
ENSCAFG00000049415	All	Not-Expressed
ENSCAFG00000049416	All	Not-Expressed
ENSCAFG00000049418	All	Not-Expressed
ENSCAFG00000049419	All	Not-Expressed
ENSCAFG00000049420	All	Not-Expressed
ENSCAFG00000049421	All	Not-Expressed
ENSCAFG00000049423	All	Not-Expressed
ENSCAFG00000049424	All	Not-Expressed
ENSCAFG00000049425	All	Not-Expressed
ENSCAFG00000049426	All	Not-Expressed
ENSCAFG00000049427	All	Not-Expressed
ENSCAFG00000049428	All	Not-Expressed
ENSCAFG00000049429	All	Not-Expressed
ENSCAFG00000049430	All	Not-Expressed
ENSCAFG00000049431	All	Not-Expressed
ENSCAFG00000049432	All	Not-Expressed
ENSCAFG00000049433	All	Not-Expressed
ENSCAFG00000049435	All	Not-Expressed
ENSCAFG00000049436	All	Not-Expressed
ENSCAFG00000049437	All	Not-Expressed
ENSCAFG00000049440	All	Not-Expressed
ENSCAFG00000049441	All	Not-Expressed
ENSCAFG00000049442	All	Not-Expressed
ENSCAFG00000049443	All	Not-Expressed
ENSCAFG00000049444	All	Not-Expressed
ENSCAFG00000049445	All	Not-Expressed
ENSCAFG00000049446	All	Not-Expressed
ENSCAFG00000049447	All	Not-Expressed
ENSCAFG00000049448	All	Not-Expressed
ENSCAFG00000049449	All	Not-Expressed
ENSCAFG00000049450	All	Not-Expressed
ENSCAFG00000049451	All	Not-Expressed
ENSCAFG00000049452	All	Not-Expressed
ENSCAFG00000049454	All	Not-Expressed
ENSCAFG00000049455	All	Not-Expressed
ENSCAFG00000049456	All	Not-Expressed
ENSCAFG00000049458	All	Not-Expressed
ENSCAFG00000049459	All	Not-Expressed
ENSCAFG00000049460	All	Not-Expressed
ENSCAFG00000049461	All	Not-Expressed
ENSCAFG00000049462	All	Not-Expressed
ENSCAFG00000049463	All	Not-Expressed
ENSCAFG00000049464	All	Not-Expressed
ENSCAFG00000049465	All	Not-Expressed
ENSCAFG00000049466	All	Not-Expressed
ENSCAFG00000049467	All	Not-Expressed
ENSCAFG00000049468	All	Not-Expressed
ENSCAFG00000049469	All	Not-Expressed
ENSCAFG00000049470	All	Not-Expressed
ENSCAFG00000049471	All	Not-Expressed
ENSCAFG00000049472	All	Not-Expressed
ENSCAFG00000049473	All	Not-Expressed
ENSCAFG00000049476	All	Not-Expressed
ENSCAFG00000049477	All	Not-Expressed
ENSCAFG00000049478	All	Not-Expressed
ENSCAFG00000049479	All	Not-Expressed
ENSCAFG00000049480	All	Not-Expressed
ENSCAFG00000049481	All	Not-Expressed
ENSCAFG00000049482	All	Not-Expressed
ENSCAFG00000049484	All	Not-Expressed
ENSCAFG00000049485	All	Not-Expressed
ENSCAFG00000049486	All	Not-Expressed
ENSCAFG00000049488	All	Not-Expressed
ENSCAFG00000049489	All	Not-Expressed
ENSCAFG00000049490	All	Not-Expressed
ENSCAFG00000049491	All	Not-Expressed
ENSCAFG00000049494	All	Not-Expressed
ENSCAFG00000049496	All	Not-Expressed
ENSCAFG00000049497	All	Not-Expressed
ENSCAFG00000049498	All	Not-Expressed
ENSCAFG00000049500	All	Not-Expressed
ENSCAFG00000049501	All	Not-Expressed
ENSCAFG00000049502	All	Not-Expressed
ENSCAFG00000049503	All	Not-Expressed
ENSCAFG00000049504	All	Not-Expressed
ENSCAFG00000049505	All	Not-Expressed
ENSCAFG00000049506	All	Not-Expressed
ENSCAFG00000049507	All	Not-Expressed
ENSCAFG00000049508	All	Not-Expressed
ENSCAFG00000049509	All	Not-Expressed
ENSCAFG00000049511	All	Not-Expressed
ENSCAFG00000049512	All	Not-Expressed
ENSCAFG00000049513	All	Not-Expressed
ENSCAFG00000049514	All	Not-Expressed
ENSCAFG00000049515	All	Not-Expressed
ENSCAFG00000049516	All	Not-Expressed
ENSCAFG00000049517	All	Not-Expressed
ENSCAFG00000049518	All	Not-Expressed
ENSCAFG00000049519	All	Not-Expressed
ENSCAFG00000049520	All	Not-Expressed
ENSCAFG00000049521	All	Not-Expressed
ENSCAFG00000049522	All	Not-Expressed
ENSCAFG00000049523	All	Not-Expressed
ENSCAFG00000049524	All	Not-Expressed
ENSCAFG00000049525	All	Not-Expressed
ENSCAFG00000049527	All	Not-Expressed
ENSCAFG00000049528	All	Not-Expressed
ENSCAFG00000049529	All	Not-Expressed
ENSCAFG00000049530	All	Not-Expressed
ENSCAFG00000049532	All	Not-Expressed
ENSCAFG00000049533	All	Not-Expressed
ENSCAFG00000049534	All	Not-Expressed
ENSCAFG00000049535	All	Not-Expressed
ENSCAFG00000049536	All	Not-Expressed
ENSCAFG00000049537	All	Not-Expressed
ENSCAFG00000049538	All	Not-Expressed
ENSCAFG00000049540	All	Not-Expressed
ENSCAFG00000049541	All	Not-Expressed
ENSCAFG00000049542	All	Not-Expressed
ENSCAFG00000049543	All	Not-Expressed
ENSCAFG00000049544	All	Not-Expressed
ENSCAFG00000049545	All	Not-Expressed
ENSCAFG00000049546	All	Not-Expressed
ENSCAFG00000049548	All	Not-Expressed
ENSCAFG00000049549	All	Not-Expressed
ENSCAFG00000049550	All	Not-Expressed
ENSCAFG00000049551	All	Not-Expressed
ENSCAFG00000049552	All	Not-Expressed
ENSCAFG00000049553	All	Not-Expressed
ENSCAFG00000049554	All	Not-Expressed
ENSCAFG00000049555	All	Not-Expressed
ENSCAFG00000049557	All	Not-Expressed
ENSCAFG00000049558	All	Not-Expressed
ENSCAFG00000049559	All	Not-Expressed
ENSCAFG00000049560	All	Not-Expressed
ENSCAFG00000049561	All	Not-Expressed
ENSCAFG00000049562	All	Not-Expressed
ENSCAFG00000049563	All	Not-Expressed
ENSCAFG00000049564	All	Not-Expressed
ENSCAFG00000049565	All	Not-Expressed
ENSCAFG00000049567	All	Not-Expressed
ENSCAFG00000049568	All	Not-Expressed
ENSCAFG00000049569	All	Not-Expressed
ENSCAFG00000049570	All	Not-Expressed
ENSCAFG00000049571	All	Not-Expressed
ENSCAFG00000049572	All	Not-Expressed
ENSCAFG00000049573	All	Not-Expressed
ENSCAFG00000049574	All	Not-Expressed
ENSCAFG00000049575	All	Not-Expressed
ENSCAFG00000049576	All	Not-Expressed
ENSCAFG00000049577	All	Not-Expressed
ENSCAFG00000049578	All	Not-Expressed
ENSCAFG00000049579	All	Not-Expressed
ENSCAFG00000049580	All	Not-Expressed
ENSCAFG00000049581	All	Not-Expressed
ENSCAFG00000049582	All	Not-Expressed
ENSCAFG00000049583	All	Not-Expressed
ENSCAFG00000049584	All	Not-Expressed
ENSCAFG00000049585	All	Not-Expressed
ENSCAFG00000049586	All	Not-Expressed
ENSCAFG00000049587	All	Not-Expressed
ENSCAFG00000049588	All	Not-Expressed
ENSCAFG00000049589	All	Not-Expressed
ENSCAFG00000049591	All	Not-Expressed
ENSCAFG00000049594	All	Not-Expressed
ENSCAFG00000049595	All	Not-Expressed
ENSCAFG00000049596	All	Not-Expressed
