Gene	Tissue	Group
ENSCAFG00000008034	All	Expressed-In-All
ENSCAFG00000008037	All	Expressed-In-All
ENSCAFG00000008038	All	Expressed-In-All
ENSCAFG00000008039	All	Expressed-In-All
ENSCAFG00000008058	All	Expressed-In-All
ENSCAFG00000008061	All	Expressed-In-All
ENSCAFG00000008064	All	Expressed-In-All
ENSCAFG00000008068	All	Expressed-In-All
ENSCAFG00000008077	All	Expressed-In-All
ENSCAFG00000008081	All	Expressed-In-All
ENSCAFG00000008083	All	Expressed-In-All
ENSCAFG00000008085	All	Expressed-In-All
ENSCAFG00000008087	All	Expressed-In-All
ENSCAFG00000008088	All	Expressed-In-All
ENSCAFG00000008090	All	Expressed-In-All
ENSCAFG00000008092	All	Expressed-In-All
ENSCAFG00000008095	All	Expressed-In-All
ENSCAFG00000008101	All	Expressed-In-All
ENSCAFG00000008112	All	Expressed-In-All
ENSCAFG00000008118	All	Expressed-In-All
ENSCAFG00000008119	All	Expressed-In-All
ENSCAFG00000008141	All	Expressed-In-All
ENSCAFG00000008143	All	Expressed-In-All
ENSCAFG00000008152	All	Expressed-In-All
ENSCAFG00000008156	All	Expressed-In-All
ENSCAFG00000008157	All	Expressed-In-All
ENSCAFG00000008159	All	Expressed-In-All
ENSCAFG00000008166	All	Expressed-In-All
ENSCAFG00000008167	All	Expressed-In-All
ENSCAFG00000008174	All	Expressed-In-All
ENSCAFG00000008175	All	Expressed-In-All
ENSCAFG00000008180	All	Expressed-In-All
ENSCAFG00000008181	All	Expressed-In-All
ENSCAFG00000008185	All	Expressed-In-All
ENSCAFG00000008186	All	Expressed-In-All
ENSCAFG00000008188	All	Expressed-In-All
ENSCAFG00000008191	All	Expressed-In-All
ENSCAFG00000008198	All	Expressed-In-All
ENSCAFG00000008203	All	Expressed-In-All
ENSCAFG00000008212	All	Expressed-In-All
ENSCAFG00000008215	All	Expressed-In-All
ENSCAFG00000008221	All	Expressed-In-All
ENSCAFG00000008224	All	Expressed-In-All
ENSCAFG00000008230	All	Expressed-In-All
ENSCAFG00000008233	All	Expressed-In-All
ENSCAFG00000008234	All	Expressed-In-All
ENSCAFG00000008237	All	Expressed-In-All
ENSCAFG00000008245	All	Expressed-In-All
ENSCAFG00000008248	All	Expressed-In-All
ENSCAFG00000008249	All	Expressed-In-All
ENSCAFG00000008250	All	Expressed-In-All
ENSCAFG00000008256	All	Expressed-In-All
ENSCAFG00000008259	All	Expressed-In-All
ENSCAFG00000008262	All	Expressed-In-All
ENSCAFG00000008263	All	Expressed-In-All
ENSCAFG00000008268	All	Expressed-In-All
ENSCAFG00000008269	All	Expressed-In-All
ENSCAFG00000008270	All	Expressed-In-All
ENSCAFG00000008273	All	Expressed-In-All
ENSCAFG00000008275	All	Expressed-In-All
ENSCAFG00000008276	All	Expressed-In-All
ENSCAFG00000008279	All	Expressed-In-All
ENSCAFG00000008284	All	Expressed-In-All
ENSCAFG00000008286	All	Expressed-In-All
ENSCAFG00000008291	All	Expressed-In-All
ENSCAFG00000008292	All	Expressed-In-All
ENSCAFG00000008294	All	Expressed-In-All
ENSCAFG00000008295	All	Expressed-In-All
ENSCAFG00000008296	All	Expressed-In-All
ENSCAFG00000008298	All	Expressed-In-All
ENSCAFG00000008299	All	Expressed-In-All
ENSCAFG00000008300	All	Expressed-In-All
ENSCAFG00000008302	All	Expressed-In-All
ENSCAFG00000008304	All	Expressed-In-All
ENSCAFG00000008305	All	Expressed-In-All
ENSCAFG00000008306	All	Expressed-In-All
ENSCAFG00000008308	All	Expressed-In-All
ENSCAFG00000008311	All	Expressed-In-All
ENSCAFG00000008312	All	Expressed-In-All
ENSCAFG00000008313	All	Expressed-In-All
ENSCAFG00000008314	All	Expressed-In-All
ENSCAFG00000008315	All	Expressed-In-All
ENSCAFG00000008317	All	Expressed-In-All
ENSCAFG00000008325	All	Expressed-In-All
ENSCAFG00000008327	All	Expressed-In-All
ENSCAFG00000008330	All	Expressed-In-All
ENSCAFG00000008331	All	Expressed-In-All
ENSCAFG00000008336	All	Expressed-In-All
ENSCAFG00000008339	All	Expressed-In-All
ENSCAFG00000008343	All	Expressed-In-All
ENSCAFG00000008344	All	Expressed-In-All
ENSCAFG00000008349	All	Expressed-In-All
ENSCAFG00000008352	All	Expressed-In-All
ENSCAFG00000008355	All	Expressed-In-All
ENSCAFG00000008356	All	Expressed-In-All
ENSCAFG00000008357	All	Expressed-In-All
ENSCAFG00000008358	All	Expressed-In-All
ENSCAFG00000008362	All	Expressed-In-All
ENSCAFG00000008363	All	Expressed-In-All
ENSCAFG00000008370	All	Expressed-In-All
ENSCAFG00000008371	All	Expressed-In-All
ENSCAFG00000008374	All	Expressed-In-All
ENSCAFG00000008381	All	Expressed-In-All
ENSCAFG00000008383	All	Expressed-In-All
ENSCAFG00000008384	All	Expressed-In-All
ENSCAFG00000008385	All	Expressed-In-All
ENSCAFG00000008387	All	Expressed-In-All
ENSCAFG00000008388	All	Expressed-In-All
ENSCAFG00000008389	All	Expressed-In-All
ENSCAFG00000008393	All	Expressed-In-All
ENSCAFG00000008395	All	Expressed-In-All
ENSCAFG00000008396	All	Expressed-In-All
ENSCAFG00000008398	All	Expressed-In-All
ENSCAFG00000008399	All	Expressed-In-All
ENSCAFG00000008400	All	Expressed-In-All
ENSCAFG00000008402	All	Expressed-In-All
ENSCAFG00000008404	All	Expressed-In-All
ENSCAFG00000008406	All	Expressed-In-All
ENSCAFG00000008407	All	Expressed-In-All
ENSCAFG00000008408	All	Expressed-In-All
ENSCAFG00000008409	All	Expressed-In-All
ENSCAFG00000008410	All	Expressed-In-All
ENSCAFG00000008411	All	Expressed-In-All
ENSCAFG00000008412	All	Expressed-In-All
ENSCAFG00000008415	All	Expressed-In-All
ENSCAFG00000008416	All	Expressed-In-All
ENSCAFG00000008420	All	Expressed-In-All
ENSCAFG00000008422	All	Expressed-In-All
ENSCAFG00000008426	All	Expressed-In-All
ENSCAFG00000008429	All	Expressed-In-All
ENSCAFG00000008430	All	Expressed-In-All
ENSCAFG00000008431	All	Expressed-In-All
ENSCAFG00000008433	All	Expressed-In-All
ENSCAFG00000008434	All	Expressed-In-All
ENSCAFG00000008435	All	Expressed-In-All
ENSCAFG00000008442	All	Expressed-In-All
ENSCAFG00000008449	All	Expressed-In-All
ENSCAFG00000008452	All	Expressed-In-All
ENSCAFG00000008454	All	Expressed-In-All
ENSCAFG00000008456	All	Expressed-In-All
ENSCAFG00000008457	All	Expressed-In-All
ENSCAFG00000008461	All	Expressed-In-All
ENSCAFG00000008465	All	Expressed-In-All
ENSCAFG00000008468	All	Expressed-In-All
ENSCAFG00000008470	All	Expressed-In-All
ENSCAFG00000008475	All	Expressed-In-All
ENSCAFG00000008478	All	Expressed-In-All
ENSCAFG00000008481	All	Expressed-In-All
ENSCAFG00000008482	All	Expressed-In-All
ENSCAFG00000008486	All	Expressed-In-All
ENSCAFG00000008487	All	Expressed-In-All
ENSCAFG00000008491	All	Expressed-In-All
ENSCAFG00000008495	All	Expressed-In-All
ENSCAFG00000008498	All	Expressed-In-All
ENSCAFG00000008503	All	Expressed-In-All
ENSCAFG00000008505	All	Expressed-In-All
ENSCAFG00000008506	All	Expressed-In-All
ENSCAFG00000008511	All	Expressed-In-All
ENSCAFG00000008512	All	Expressed-In-All
ENSCAFG00000008514	All	Expressed-In-All
ENSCAFG00000008515	All	Expressed-In-All
ENSCAFG00000008517	All	Expressed-In-All
ENSCAFG00000008519	All	Expressed-In-All
ENSCAFG00000008521	All	Expressed-In-All
ENSCAFG00000008527	All	Expressed-In-All
ENSCAFG00000008540	All	Expressed-In-All
ENSCAFG00000008544	All	Expressed-In-All
ENSCAFG00000008549	All	Expressed-In-All
ENSCAFG00000008556	All	Expressed-In-All
ENSCAFG00000008557	All	Expressed-In-All
ENSCAFG00000008566	All	Expressed-In-All
ENSCAFG00000008568	All	Expressed-In-All
ENSCAFG00000008577	All	Expressed-In-All
ENSCAFG00000008586	All	Expressed-In-All
ENSCAFG00000008587	All	Expressed-In-All
ENSCAFG00000008593	All	Expressed-In-All
ENSCAFG00000008595	All	Expressed-In-All
ENSCAFG00000008598	All	Expressed-In-All
ENSCAFG00000008602	All	Expressed-In-All
ENSCAFG00000008603	All	Expressed-In-All
ENSCAFG00000008606	All	Expressed-In-All
ENSCAFG00000008607	All	Expressed-In-All
ENSCAFG00000008608	All	Expressed-In-All
ENSCAFG00000008609	All	Expressed-In-All
ENSCAFG00000008611	All	Expressed-In-All
ENSCAFG00000008612	All	Expressed-In-All
ENSCAFG00000008614	All	Expressed-In-All
ENSCAFG00000008615	All	Expressed-In-All
ENSCAFG00000008627	All	Expressed-In-All
ENSCAFG00000008628	All	Expressed-In-All
ENSCAFG00000008630	All	Expressed-In-All
ENSCAFG00000008633	All	Expressed-In-All
ENSCAFG00000008634	All	Expressed-In-All
ENSCAFG00000008636	All	Expressed-In-All
ENSCAFG00000008637	All	Expressed-In-All
ENSCAFG00000008640	All	Expressed-In-All
ENSCAFG00000008643	All	Expressed-In-All
ENSCAFG00000008646	All	Expressed-In-All
ENSCAFG00000008647	All	Expressed-In-All
ENSCAFG00000008649	All	Expressed-In-All
ENSCAFG00000008652	All	Expressed-In-All
ENSCAFG00000008657	All	Expressed-In-All
ENSCAFG00000008659	All	Expressed-In-All
ENSCAFG00000008661	All	Expressed-In-All
ENSCAFG00000008668	All	Expressed-In-All
ENSCAFG00000008669	All	Expressed-In-All
ENSCAFG00000008670	All	Expressed-In-All
ENSCAFG00000008673	All	Expressed-In-All
ENSCAFG00000008674	All	Expressed-In-All
ENSCAFG00000008677	All	Expressed-In-All
ENSCAFG00000008678	All	Expressed-In-All
ENSCAFG00000008679	All	Expressed-In-All
ENSCAFG00000008681	All	Expressed-In-All
ENSCAFG00000008685	All	Expressed-In-All
ENSCAFG00000008687	All	Expressed-In-All
ENSCAFG00000008689	All	Expressed-In-All
ENSCAFG00000008691	All	Expressed-In-All
ENSCAFG00000008696	All	Expressed-In-All
ENSCAFG00000008699	All	Expressed-In-All
ENSCAFG00000008700	All	Expressed-In-All
ENSCAFG00000008701	All	Expressed-In-All
ENSCAFG00000008703	All	Expressed-In-All
ENSCAFG00000008709	All	Expressed-In-All
ENSCAFG00000008710	All	Expressed-In-All
ENSCAFG00000008717	All	Expressed-In-All
ENSCAFG00000008718	All	Expressed-In-All
ENSCAFG00000008719	All	Expressed-In-All
ENSCAFG00000008720	All	Expressed-In-All
ENSCAFG00000008729	All	Expressed-In-All
ENSCAFG00000008731	All	Expressed-In-All
ENSCAFG00000008732	All	Expressed-In-All
ENSCAFG00000008735	All	Expressed-In-All
ENSCAFG00000008737	All	Expressed-In-All
ENSCAFG00000008738	All	Expressed-In-All
ENSCAFG00000008739	All	Expressed-In-All
ENSCAFG00000008740	All	Expressed-In-All
ENSCAFG00000008745	All	Expressed-In-All
ENSCAFG00000008747	All	Expressed-In-All
ENSCAFG00000008750	All	Expressed-In-All
ENSCAFG00000008753	All	Expressed-In-All
ENSCAFG00000008755	All	Expressed-In-All
ENSCAFG00000008763	All	Expressed-In-All
ENSCAFG00000008765	All	Expressed-In-All
ENSCAFG00000008772	All	Expressed-In-All
ENSCAFG00000008775	All	Expressed-In-All
ENSCAFG00000008780	All	Expressed-In-All
ENSCAFG00000008782	All	Expressed-In-All
ENSCAFG00000008784	All	Expressed-In-All
ENSCAFG00000008785	All	Expressed-In-All
ENSCAFG00000008788	All	Expressed-In-All
ENSCAFG00000008789	All	Expressed-In-All
ENSCAFG00000008790	All	Expressed-In-All
ENSCAFG00000008792	All	Expressed-In-All
ENSCAFG00000008797	All	Expressed-In-All
ENSCAFG00000008799	All	Expressed-In-All
ENSCAFG00000008810	All	Expressed-In-All
ENSCAFG00000008812	All	Expressed-In-All
ENSCAFG00000008815	All	Expressed-In-All
ENSCAFG00000008823	All	Expressed-In-All
ENSCAFG00000008827	All	Expressed-In-All
ENSCAFG00000008830	All	Expressed-In-All
ENSCAFG00000008832	All	Expressed-In-All
ENSCAFG00000008833	All	Expressed-In-All
ENSCAFG00000008834	All	Expressed-In-All
ENSCAFG00000008837	All	Expressed-In-All
ENSCAFG00000008844	All	Expressed-In-All
ENSCAFG00000008849	All	Expressed-In-All
ENSCAFG00000008850	All	Expressed-In-All
ENSCAFG00000008851	All	Expressed-In-All
ENSCAFG00000008852	All	Expressed-In-All
ENSCAFG00000008855	All	Expressed-In-All
ENSCAFG00000008858	All	Expressed-In-All
ENSCAFG00000008860	All	Expressed-In-All
ENSCAFG00000008863	All	Expressed-In-All
ENSCAFG00000008866	All	Expressed-In-All
ENSCAFG00000008869	All	Expressed-In-All
ENSCAFG00000008871	All	Expressed-In-All
ENSCAFG00000008873	All	Expressed-In-All
ENSCAFG00000008875	All	Expressed-In-All
ENSCAFG00000008879	All	Expressed-In-All
ENSCAFG00000008884	All	Expressed-In-All
ENSCAFG00000008891	All	Expressed-In-All
ENSCAFG00000008892	All	Expressed-In-All
ENSCAFG00000008894	All	Expressed-In-All
ENSCAFG00000008901	All	Expressed-In-All
ENSCAFG00000008903	All	Expressed-In-All
ENSCAFG00000008907	All	Expressed-In-All
ENSCAFG00000008913	All	Expressed-In-All
ENSCAFG00000008919	All	Expressed-In-All
ENSCAFG00000008921	All	Expressed-In-All
ENSCAFG00000008922	All	Expressed-In-All
ENSCAFG00000008923	All	Expressed-In-All
ENSCAFG00000008926	All	Expressed-In-All
ENSCAFG00000008927	All	Expressed-In-All
ENSCAFG00000008932	All	Expressed-In-All
ENSCAFG00000008937	All	Expressed-In-All
ENSCAFG00000008938	All	Expressed-In-All
ENSCAFG00000008940	All	Expressed-In-All
ENSCAFG00000008946	All	Expressed-In-All
ENSCAFG00000008947	All	Expressed-In-All
ENSCAFG00000008969	All	Expressed-In-All
ENSCAFG00000008974	All	Expressed-In-All
ENSCAFG00000008979	All	Expressed-In-All
ENSCAFG00000008981	All	Expressed-In-All
ENSCAFG00000008990	All	Expressed-In-All
ENSCAFG00000008992	All	Expressed-In-All
ENSCAFG00000008997	All	Expressed-In-All
ENSCAFG00000008998	All	Expressed-In-All
ENSCAFG00000009000	All	Expressed-In-All
ENSCAFG00000009004	All	Expressed-In-All
ENSCAFG00000009006	All	Expressed-In-All
ENSCAFG00000009012	All	Expressed-In-All
ENSCAFG00000009016	All	Expressed-In-All
ENSCAFG00000009020	All	Expressed-In-All
ENSCAFG00000009021	All	Expressed-In-All
ENSCAFG00000009022	All	Expressed-In-All
ENSCAFG00000009028	All	Expressed-In-All
ENSCAFG00000009029	All	Expressed-In-All
ENSCAFG00000009030	All	Expressed-In-All
ENSCAFG00000009032	All	Expressed-In-All
ENSCAFG00000009033	All	Expressed-In-All
ENSCAFG00000009041	All	Expressed-In-All
ENSCAFG00000009043	All	Expressed-In-All
ENSCAFG00000009044	All	Expressed-In-All
ENSCAFG00000009045	All	Expressed-In-All
ENSCAFG00000009046	All	Expressed-In-All
ENSCAFG00000009047	All	Expressed-In-All
ENSCAFG00000009050	All	Expressed-In-All
ENSCAFG00000009052	All	Expressed-In-All
ENSCAFG00000009053	All	Expressed-In-All
ENSCAFG00000009055	All	Expressed-In-All
ENSCAFG00000009058	All	Expressed-In-All
ENSCAFG00000009061	All	Expressed-In-All
ENSCAFG00000009064	All	Expressed-In-All
ENSCAFG00000009065	All	Expressed-In-All
ENSCAFG00000009067	All	Expressed-In-All
ENSCAFG00000009068	All	Expressed-In-All
ENSCAFG00000009069	All	Expressed-In-All
ENSCAFG00000009074	All	Expressed-In-All
ENSCAFG00000009076	All	Expressed-In-All
ENSCAFG00000009082	All	Expressed-In-All
ENSCAFG00000009084	All	Expressed-In-All
ENSCAFG00000009087	All	Expressed-In-All
ENSCAFG00000009088	All	Expressed-In-All
ENSCAFG00000009090	All	Expressed-In-All
ENSCAFG00000009092	All	Expressed-In-All
ENSCAFG00000009095	All	Expressed-In-All
ENSCAFG00000009096	All	Expressed-In-All
ENSCAFG00000009101	All	Expressed-In-All
ENSCAFG00000009105	All	Expressed-In-All
ENSCAFG00000009106	All	Expressed-In-All
ENSCAFG00000009108	All	Expressed-In-All
ENSCAFG00000009109	All	Expressed-In-All
ENSCAFG00000009111	All	Expressed-In-All
ENSCAFG00000009116	All	Expressed-In-All
ENSCAFG00000009117	All	Expressed-In-All
ENSCAFG00000009120	All	Expressed-In-All
ENSCAFG00000009127	All	Expressed-In-All
ENSCAFG00000009129	All	Expressed-In-All
ENSCAFG00000009130	All	Expressed-In-All
ENSCAFG00000009131	All	Expressed-In-All
ENSCAFG00000009132	All	Expressed-In-All
ENSCAFG00000009134	All	Expressed-In-All
ENSCAFG00000009139	All	Expressed-In-All
ENSCAFG00000009143	All	Expressed-In-All
ENSCAFG00000009146	All	Expressed-In-All
ENSCAFG00000009147	All	Expressed-In-All
ENSCAFG00000009148	All	Expressed-In-All
ENSCAFG00000009149	All	Expressed-In-All
ENSCAFG00000009150	All	Expressed-In-All
ENSCAFG00000009152	All	Expressed-In-All
ENSCAFG00000009159	All	Expressed-In-All
ENSCAFG00000009161	All	Expressed-In-All
ENSCAFG00000009165	All	Expressed-In-All
ENSCAFG00000009166	All	Expressed-In-All
ENSCAFG00000009167	All	Expressed-In-All
ENSCAFG00000009168	All	Expressed-In-All
ENSCAFG00000009169	All	Expressed-In-All
ENSCAFG00000009170	All	Expressed-In-All
ENSCAFG00000009171	All	Expressed-In-All
ENSCAFG00000009173	All	Expressed-In-All
ENSCAFG00000009174	All	Expressed-In-All
ENSCAFG00000009181	All	Expressed-In-All
ENSCAFG00000009182	All	Expressed-In-All
ENSCAFG00000009184	All	Expressed-In-All
ENSCAFG00000009185	All	Expressed-In-All
ENSCAFG00000009186	All	Expressed-In-All
ENSCAFG00000009190	All	Expressed-In-All
ENSCAFG00000009193	All	Expressed-In-All
ENSCAFG00000009197	All	Expressed-In-All
ENSCAFG00000009207	All	Expressed-In-All
ENSCAFG00000009210	All	Expressed-In-All
ENSCAFG00000009211	All	Expressed-In-All
ENSCAFG00000009212	All	Expressed-In-All
ENSCAFG00000009214	All	Expressed-In-All
ENSCAFG00000009217	All	Expressed-In-All
ENSCAFG00000009218	All	Expressed-In-All
ENSCAFG00000009222	All	Expressed-In-All
ENSCAFG00000009223	All	Expressed-In-All
ENSCAFG00000009227	All	Expressed-In-All
ENSCAFG00000009230	All	Expressed-In-All
ENSCAFG00000009231	All	Expressed-In-All
ENSCAFG00000009236	All	Expressed-In-All
ENSCAFG00000009237	All	Expressed-In-All
ENSCAFG00000009238	All	Expressed-In-All
ENSCAFG00000009240	All	Expressed-In-All
ENSCAFG00000009241	All	Expressed-In-All
ENSCAFG00000009242	All	Expressed-In-All
ENSCAFG00000009246	All	Expressed-In-All
ENSCAFG00000009247	All	Expressed-In-All
ENSCAFG00000009248	All	Expressed-In-All
ENSCAFG00000009257	All	Expressed-In-All
ENSCAFG00000009261	All	Expressed-In-All
ENSCAFG00000009266	All	Expressed-In-All
ENSCAFG00000009267	All	Expressed-In-All
ENSCAFG00000009268	All	Expressed-In-All
ENSCAFG00000009273	All	Expressed-In-All
ENSCAFG00000009275	All	Expressed-In-All
ENSCAFG00000009276	All	Expressed-In-All
ENSCAFG00000009277	All	Expressed-In-All
ENSCAFG00000009279	All	Expressed-In-All
ENSCAFG00000009284	All	Expressed-In-All
ENSCAFG00000009285	All	Expressed-In-All
ENSCAFG00000009286	All	Expressed-In-All
ENSCAFG00000009287	All	Expressed-In-All
ENSCAFG00000009288	All	Expressed-In-All
ENSCAFG00000009291	All	Expressed-In-All
ENSCAFG00000009293	All	Expressed-In-All
ENSCAFG00000009295	All	Expressed-In-All
ENSCAFG00000009298	All	Expressed-In-All
ENSCAFG00000009301	All	Expressed-In-All
ENSCAFG00000009302	All	Expressed-In-All
ENSCAFG00000009303	All	Expressed-In-All
ENSCAFG00000009304	All	Expressed-In-All
ENSCAFG00000009313	All	Expressed-In-All
ENSCAFG00000009315	All	Expressed-In-All
ENSCAFG00000009319	All	Expressed-In-All
ENSCAFG00000009320	All	Expressed-In-All
ENSCAFG00000009321	All	Expressed-In-All
ENSCAFG00000009322	All	Expressed-In-All
ENSCAFG00000009323	All	Expressed-In-All
ENSCAFG00000009325	All	Expressed-In-All
ENSCAFG00000009331	All	Expressed-In-All
ENSCAFG00000009334	All	Expressed-In-All
ENSCAFG00000009335	All	Expressed-In-All
ENSCAFG00000009340	All	Expressed-In-All
ENSCAFG00000009345	All	Expressed-In-All
ENSCAFG00000009349	All	Expressed-In-All
ENSCAFG00000009350	All	Expressed-In-All
ENSCAFG00000009352	All	Expressed-In-All
ENSCAFG00000009358	All	Expressed-In-All
ENSCAFG00000009360	All	Expressed-In-All
ENSCAFG00000009361	All	Expressed-In-All
ENSCAFG00000009363	All	Expressed-In-All
ENSCAFG00000009364	All	Expressed-In-All
ENSCAFG00000009367	All	Expressed-In-All
ENSCAFG00000009370	All	Expressed-In-All
ENSCAFG00000009371	All	Expressed-In-All
ENSCAFG00000009374	All	Expressed-In-All
ENSCAFG00000009375	All	Expressed-In-All
ENSCAFG00000009379	All	Expressed-In-All
ENSCAFG00000009381	All	Expressed-In-All
ENSCAFG00000009383	All	Expressed-In-All
ENSCAFG00000009384	All	Expressed-In-All
ENSCAFG00000009387	All	Expressed-In-All
ENSCAFG00000009388	All	Expressed-In-All
ENSCAFG00000009389	All	Expressed-In-All
ENSCAFG00000009390	All	Expressed-In-All
ENSCAFG00000009394	All	Expressed-In-All
ENSCAFG00000009400	All	Expressed-In-All
ENSCAFG00000009407	All	Expressed-In-All
ENSCAFG00000009409	All	Expressed-In-All
ENSCAFG00000009410	All	Expressed-In-All
ENSCAFG00000009417	All	Expressed-In-All
ENSCAFG00000009419	All	Expressed-In-All
ENSCAFG00000009420	All	Expressed-In-All
ENSCAFG00000009421	All	Expressed-In-All
ENSCAFG00000009425	All	Expressed-In-All
ENSCAFG00000009426	All	Expressed-In-All
ENSCAFG00000009427	All	Expressed-In-All
ENSCAFG00000009433	All	Expressed-In-All
ENSCAFG00000009435	All	Expressed-In-All
ENSCAFG00000009441	All	Expressed-In-All
ENSCAFG00000009442	All	Expressed-In-All
ENSCAFG00000009449	All	Expressed-In-All
ENSCAFG00000009455	All	Expressed-In-All
ENSCAFG00000009460	All	Expressed-In-All
ENSCAFG00000009462	All	Expressed-In-All
ENSCAFG00000009463	All	Expressed-In-All
ENSCAFG00000009464	All	Expressed-In-All
ENSCAFG00000009466	All	Expressed-In-All
ENSCAFG00000009467	All	Expressed-In-All
ENSCAFG00000009470	All	Expressed-In-All
ENSCAFG00000009471	All	Expressed-In-All
ENSCAFG00000009472	All	Expressed-In-All
ENSCAFG00000009476	All	Expressed-In-All
ENSCAFG00000009477	All	Expressed-In-All
ENSCAFG00000009478	All	Expressed-In-All
ENSCAFG00000009480	All	Expressed-In-All
ENSCAFG00000009482	All	Expressed-In-All
ENSCAFG00000009483	All	Expressed-In-All
ENSCAFG00000009487	All	Expressed-In-All
ENSCAFG00000009488	All	Expressed-In-All
ENSCAFG00000009490	All	Expressed-In-All
ENSCAFG00000009492	All	Expressed-In-All
ENSCAFG00000009496	All	Expressed-In-All
ENSCAFG00000009497	All	Expressed-In-All
ENSCAFG00000009498	All	Expressed-In-All
ENSCAFG00000009500	All	Expressed-In-All
ENSCAFG00000009512	All	Expressed-In-All
ENSCAFG00000009513	All	Expressed-In-All
ENSCAFG00000009514	All	Expressed-In-All
ENSCAFG00000009515	All	Expressed-In-All
ENSCAFG00000009517	All	Expressed-In-All
ENSCAFG00000009520	All	Expressed-In-All
ENSCAFG00000009523	All	Expressed-In-All
ENSCAFG00000009524	All	Expressed-In-All
